State/UT,District,Commodity Group,Commodity,Date,Arrival Quantity,Arrival Unit,Modal Price,Price Unit,Standard_Crop,Parsed_Date
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),03-04-2022,4.0,Metric Tonnes,2500.0,Rs./Quintal,Bajra,2022-04-03
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),04-04-2022,36.0,Metric Tonnes,3166.67,Rs./Quintal,Bajra,2022-04-04
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),05-04-2022,35.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-04-05
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),06-04-2022,35.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-04-06
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),07-04-2022,36.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-04-07
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),08-04-2022,35.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-04-08
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),09-04-2022,99.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-04-09
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),10-04-2022,3.0,Metric Tonnes,2183.33,Rs./Quintal,Bajra,2022-04-10
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),11-04-2022,31.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-04-11
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),12-04-2022,33.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-04-12
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),13-04-2022,41.0,Metric Tonnes,2964.63,Rs./Quintal,Bajra,2022-04-13
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),14-04-2022,33.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-04-14
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),15-04-2022,34.0,Metric Tonnes,3113.24,Rs./Quintal,Bajra,2022-04-15
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),16-04-2022,33.0,Metric Tonnes,3250.0,Rs./Quintal,Bajra,2022-04-16
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),17-04-2022,3.0,Metric Tonnes,2100.0,Rs./Quintal,Bajra,2022-04-17
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),18-04-2022,33.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-04-18
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),19-04-2022,33.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-04-19
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),20-04-2022,43.0,Metric Tonnes,2863.95,Rs./Quintal,Bajra,2022-04-20
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),21-04-2022,33.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-04-21
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),22-04-2022,33.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-04-22
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),23-04-2022,34.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-04-23
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),25-04-2022,33.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-04-25
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),26-04-2022,33.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-04-26
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),27-04-2022,45.0,Metric Tonnes,2850.0,Rs./Quintal,Bajra,2022-04-27
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),29-04-2022,33.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-04-29
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),30-04-2022,34.0,Metric Tonnes,3200.0,Rs./Quintal,Bajra,2022-04-30
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),01-05-2022,1.0,Metric Tonnes,2300.0,Rs./Quintal,Bajra,2022-05-01
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),02-05-2022,33.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-05-02
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),03-05-2022,32.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-05-03
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),04-05-2022,32.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-05-04
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),05-05-2022,32.0,Metric Tonnes,3250.0,Rs./Quintal,Bajra,2022-05-05
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),06-05-2022,32.0,Metric Tonnes,3250.0,Rs./Quintal,Bajra,2022-05-06
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),07-05-2022,1.0,Metric Tonnes,2000.0,Rs./Quintal,Bajra,2022-05-07
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),08-05-2022,6.0,Metric Tonnes,2200.0,Rs./Quintal,Bajra,2022-05-08
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),09-05-2022,32.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-05-09
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),10-05-2022,31.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-05-10
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),11-05-2022,41.0,Metric Tonnes,2885.37,Rs./Quintal,Bajra,2022-05-11
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),14-05-2022,32.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-05-14
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),15-05-2022,1.0,Metric Tonnes,2300.0,Rs./Quintal,Bajra,2022-05-15
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),16-05-2022,32.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-05-16
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),17-05-2022,32.0,Metric Tonnes,2900.0,Rs./Quintal,Bajra,2022-05-17
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),18-05-2022,42.0,Metric Tonnes,2822.62,Rs./Quintal,Bajra,2022-05-18
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),19-05-2022,32.0,Metric Tonnes,2850.0,Rs./Quintal,Bajra,2022-05-19
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),20-05-2022,33.0,Metric Tonnes,2978.79,Rs./Quintal,Bajra,2022-05-20
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),21-05-2022,32.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-05-21
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),23-05-2022,33.0,Metric Tonnes,2969.7,Rs./Quintal,Bajra,2022-05-23
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),24-05-2022,32.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-05-24
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),25-05-2022,32.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-05-25
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),26-05-2022,33.0,Metric Tonnes,3060.61,Rs./Quintal,Bajra,2022-05-26
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),27-05-2022,33.0,Metric Tonnes,3069.7,Rs./Quintal,Bajra,2022-05-27
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),28-05-2022,38.0,Metric Tonnes,2650.0,Rs./Quintal,Bajra,2022-05-28
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),30-05-2022,32.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-05-30
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),31-05-2022,33.0,Metric Tonnes,2963.64,Rs./Quintal,Bajra,2022-05-31
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),01-06-2022,35.0,Metric Tonnes,3040.0,Rs./Quintal,Bajra,2022-06-01
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),02-06-2022,31.0,Metric Tonnes,3025.81,Rs./Quintal,Bajra,2022-06-02
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),04-06-2022,32.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-06-04
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),06-06-2022,1.0,Metric Tonnes,2000.0,Rs./Quintal,Bajra,2022-06-06
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),07-06-2022,32.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-06-07
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),08-06-2022,38.0,Metric Tonnes,2907.89,Rs./Quintal,Bajra,2022-06-08
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),09-06-2022,33.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-06-09
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),10-06-2022,33.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-06-10
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),11-06-2022,34.0,Metric Tonnes,2974.12,Rs./Quintal,Bajra,2022-06-11
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),13-06-2022,33.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-06-13
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),14-06-2022,33.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-06-14
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),15-06-2022,38.0,Metric Tonnes,2864.47,Rs./Quintal,Bajra,2022-06-15
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),16-06-2022,35.0,Metric Tonnes,2932.06,Rs./Quintal,Bajra,2022-06-16
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),17-06-2022,33.0,Metric Tonnes,2900.0,Rs./Quintal,Bajra,2022-06-17
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),18-06-2022,33.0,Metric Tonnes,2850.0,Rs./Quintal,Bajra,2022-06-18
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),19-06-2022,2.0,Metric Tonnes,2000.0,Rs./Quintal,Bajra,2022-06-19
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),20-06-2022,33.0,Metric Tonnes,2850.0,Rs./Quintal,Bajra,2022-06-20
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),21-06-2022,34.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-06-21
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),22-06-2022,42.0,Metric Tonnes,2845.24,Rs./Quintal,Bajra,2022-06-22
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),23-06-2022,35.0,Metric Tonnes,3034.29,Rs./Quintal,Bajra,2022-06-23
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),25-06-2022,34.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-06-25
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),26-06-2022,1.0,Metric Tonnes,2400.0,Rs./Quintal,Bajra,2022-06-26
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),27-06-2022,34.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-06-27
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),28-06-2022,35.0,Metric Tonnes,3028.57,Rs./Quintal,Bajra,2022-06-28
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),29-06-2022,36.0,Metric Tonnes,3001.67,Rs./Quintal,Bajra,2022-06-29
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),30-06-2022,24.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-06-30
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),01-07-2022,34.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-07-01
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),03-07-2022,3.0,Metric Tonnes,1816.67,Rs./Quintal,Bajra,2022-07-03
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),04-07-2022,34.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-07-04
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),05-07-2022,35.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-07-05
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),06-07-2022,37.0,Metric Tonnes,3066.22,Rs./Quintal,Bajra,2022-07-06
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),07-07-2022,38.0,Metric Tonnes,2957.89,Rs./Quintal,Bajra,2022-07-07
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),08-07-2022,35.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-07-08
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),09-07-2022,35.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-07-09
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),11-07-2022,38.0,Metric Tonnes,2915.79,Rs./Quintal,Bajra,2022-07-11
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),12-07-2022,35.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-07-12
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),13-07-2022,35.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-07-13
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),14-07-2022,37.0,Metric Tonnes,2927.03,Rs./Quintal,Bajra,2022-07-14
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),15-07-2022,35.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-07-15
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),16-07-2022,35.0,Metric Tonnes,2975.0,Rs./Quintal,Bajra,2022-07-16
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),18-07-2022,1.0,Metric Tonnes,2400.0,Rs./Quintal,Bajra,2022-07-18
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),19-07-2022,35.0,Metric Tonnes,2850.0,Rs./Quintal,Bajra,2022-07-19
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),20-07-2022,37.0,Metric Tonnes,2983.89,Rs./Quintal,Bajra,2022-07-20
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),21-07-2022,36.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-07-21
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),22-07-2022,36.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-07-22
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),23-07-2022,37.0,Metric Tonnes,3012.16,Rs./Quintal,Bajra,2022-07-23
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),24-07-2022,1.0,Metric Tonnes,2551.0,Rs./Quintal,Bajra,2022-07-24
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),25-07-2022,37.0,Metric Tonnes,2962.16,Rs./Quintal,Bajra,2022-07-25
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),26-07-2022,35.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-07-26
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),27-07-2022,36.0,Metric Tonnes,3079.31,Rs./Quintal,Bajra,2022-07-27
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),28-07-2022,36.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-07-28
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),29-07-2022,36.0,Metric Tonnes,3031.94,Rs./Quintal,Bajra,2022-07-29
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),30-07-2022,36.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-07-30
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),31-07-2022,6.0,Metric Tonnes,2416.67,Rs./Quintal,Bajra,2022-07-31
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),02-08-2022,27.0,Metric Tonnes,3155.56,Rs./Quintal,Bajra,2022-08-02
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),03-08-2022,27.0,Metric Tonnes,3169.44,Rs./Quintal,Bajra,2022-08-03
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),04-08-2022,38.0,Metric Tonnes,3155.26,Rs./Quintal,Bajra,2022-08-04
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),05-08-2022,38.0,Metric Tonnes,2923.68,Rs./Quintal,Bajra,2022-08-05
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),07-08-2022,6.0,Metric Tonnes,2216.67,Rs./Quintal,Bajra,2022-08-07
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),08-08-2022,36.0,Metric Tonnes,3200.0,Rs./Quintal,Bajra,2022-08-08
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),09-08-2022,40.0,Metric Tonnes,3200.0,Rs./Quintal,Bajra,2022-08-09
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),10-08-2022,36.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-08-10
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),11-08-2022,35.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-08-11
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),12-08-2022,38.0,Metric Tonnes,2910.53,Rs./Quintal,Bajra,2022-08-12
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),13-08-2022,38.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-08-13
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),14-08-2022,3.0,Metric Tonnes,2300.0,Rs./Quintal,Bajra,2022-08-14
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),16-08-2022,40.0,Metric Tonnes,2959.38,Rs./Quintal,Bajra,2022-08-16
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),17-08-2022,35.0,Metric Tonnes,2950.0,Rs./Quintal,Bajra,2022-08-17
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),18-08-2022,36.0,Metric Tonnes,3118.06,Rs./Quintal,Bajra,2022-08-18
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),19-08-2022,34.0,Metric Tonnes,3250.0,Rs./Quintal,Bajra,2022-08-19
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),20-08-2022,34.0,Metric Tonnes,3250.0,Rs./Quintal,Bajra,2022-08-20
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),21-08-2022,1.0,Metric Tonnes,2500.0,Rs./Quintal,Bajra,2022-08-21
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),22-08-2022,35.0,Metric Tonnes,3192.86,Rs./Quintal,Bajra,2022-08-22
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),23-08-2022,37.0,Metric Tonnes,3172.97,Rs./Quintal,Bajra,2022-08-23
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),24-08-2022,34.0,Metric Tonnes,3250.0,Rs./Quintal,Bajra,2022-08-24
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),25-08-2022,38.0,Metric Tonnes,3165.79,Rs./Quintal,Bajra,2022-08-25
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),26-08-2022,35.0,Metric Tonnes,3270.0,Rs./Quintal,Bajra,2022-08-26
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),27-08-2022,35.0,Metric Tonnes,3268.57,Rs./Quintal,Bajra,2022-08-27
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),28-08-2022,2.0,Metric Tonnes,2325.0,Rs./Quintal,Bajra,2022-08-28
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),29-08-2022,1.0,Metric Tonnes,2300.0,Rs./Quintal,Bajra,2022-08-29
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),30-08-2022,37.0,Metric Tonnes,3243.24,Rs./Quintal,Bajra,2022-08-30
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),31-08-2022,36.0,Metric Tonnes,3277.28,Rs./Quintal,Bajra,2022-08-31
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),02-09-2022,36.0,Metric Tonnes,3238.89,Rs./Quintal,Bajra,2022-09-02
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),03-09-2022,36.0,Metric Tonnes,3233.33,Rs./Quintal,Bajra,2022-09-03
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),06-09-2022,1.0,Metric Tonnes,1900.0,Rs./Quintal,Bajra,2022-09-06
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),07-09-2022,35.0,Metric Tonnes,3161.43,Rs./Quintal,Bajra,2022-09-07
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),08-09-2022,35.0,Metric Tonnes,3045.71,Rs./Quintal,Bajra,2022-09-08
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),09-09-2022,33.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-09-09
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),10-09-2022,32.0,Metric Tonnes,3162.5,Rs./Quintal,Bajra,2022-09-10
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),11-09-2022,2.0,Metric Tonnes,2300.0,Rs./Quintal,Bajra,2022-09-11
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),12-09-2022,1.0,Metric Tonnes,2075.0,Rs./Quintal,Bajra,2022-09-12
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),13-09-2022,32.0,Metric Tonnes,3114.06,Rs./Quintal,Bajra,2022-09-13
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),15-09-2022,32.0,Metric Tonnes,3065.63,Rs./Quintal,Bajra,2022-09-15
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),17-09-2022,33.0,Metric Tonnes,3050.36,Rs./Quintal,Bajra,2022-09-17
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),18-09-2022,7.0,Metric Tonnes,2200.0,Rs./Quintal,Bajra,2022-09-18
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),19-09-2022,31.0,Metric Tonnes,3200.0,Rs./Quintal,Bajra,2022-09-19
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),20-09-2022,32.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-09-20
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),21-09-2022,2.0,Metric Tonnes,2400.0,Rs./Quintal,Bajra,2022-09-21
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),22-09-2022,33.0,Metric Tonnes,3166.67,Rs./Quintal,Bajra,2022-09-22
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),23-09-2022,34.0,Metric Tonnes,3164.71,Rs./Quintal,Bajra,2022-09-23
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),24-09-2022,34.0,Metric Tonnes,3161.76,Rs./Quintal,Bajra,2022-09-24
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),25-09-2022,21.0,Metric Tonnes,2204.76,Rs./Quintal,Bajra,2022-09-25
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),26-09-2022,32.0,Metric Tonnes,3200.0,Rs./Quintal,Bajra,2022-09-26
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),28-09-2022,35.0,Metric Tonnes,3062.11,Rs./Quintal,Bajra,2022-09-28
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),29-09-2022,36.0,Metric Tonnes,3033.33,Rs./Quintal,Bajra,2022-09-29
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),30-09-2022,34.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-09-30
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),01-10-2022,34.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-10-01
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),02-10-2022,25.0,Metric Tonnes,2000.0,Rs./Quintal,Bajra,2022-10-02
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),03-10-2022,33.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-10-03
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),04-10-2022,33.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-10-04
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),05-10-2022,33.0,Metric Tonnes,3150.0,Rs./Quintal,Bajra,2022-10-05
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),06-10-2022,36.0,Metric Tonnes,2981.97,Rs./Quintal,Bajra,2022-10-06
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),07-10-2022,34.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-10-07
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),08-10-2022,34.0,Metric Tonnes,3000.0,Rs./Quintal,Bajra,2022-10-08
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),09-10-2022,13.0,Metric Tonnes,2100.0,Rs./Quintal,Bajra,2022-10-09
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),10-10-2022,35.0,Metric Tonnes,3050.0,Rs./Quintal,Bajra,2022-10-10
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),12-10-2022,37.0,Metric Tonnes,3069.57,Rs./Quintal,Bajra,2022-10-12
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),13-10-2022,36.0,Metric Tonnes,3072.22,Rs./Quintal,Bajra,2022-10-13
Maharashtra,Pune,Cereals,Bajra(Pearl Millet/Cumbu),14-10-2022,35.0,Metric Tonnes,3100.0,Rs./Quintal,Bajra,2022-10-14
