State/UT,District,Commodity Group,Commodity,Date,Arrival Quantity,Arrival Unit,Modal Price,Price Unit
Maharashtra,Pune,Vegetables,Onion,07-11-2021,1789.0,Metric Tonnes,2069.22,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,07-11-2021,283.0,Metric Tonnes,2728.45,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,08-11-2021,1812.0,Metric Tonnes,2432.96,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,08-11-2021,187.0,Metric Tonnes,2432.62,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,09-11-2021,2265.0,Metric Tonnes,2415.76,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,09-11-2021,309.0,Metric Tonnes,2503.4,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,10-11-2021,2109.0,Metric Tonnes,2382.76,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,10-11-2021,199.0,Metric Tonnes,2466.58,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,11-11-2021,3811.0,Metric Tonnes,2404.87,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,11-11-2021,242.0,Metric Tonnes,2512.4,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,12-11-2021,3092.0,Metric Tonnes,2163.87,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,12-11-2021,233.0,Metric Tonnes,2533.69,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,13-11-2021,63.0,Metric Tonnes,2134.13,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,13-11-2021,95.0,Metric Tonnes,2899.47,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,14-11-2021,5428.0,Metric Tonnes,1892.27,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,14-11-2021,310.0,Metric Tonnes,2645.65,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,15-11-2021,1325.0,Metric Tonnes,1890.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,15-11-2021,176.0,Metric Tonnes,2649.72,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,16-11-2021,2721.0,Metric Tonnes,1732.07,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,16-11-2021,252.0,Metric Tonnes,2717.26,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,17-11-2021,1449.0,Metric Tonnes,1722.71,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,17-11-2021,172.0,Metric Tonnes,3090.7,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,18-11-2021,3600.0,Metric Tonnes,1561.21,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,18-11-2021,254.0,Metric Tonnes,2862.2,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,19-11-2021,2312.0,Metric Tonnes,1563.41,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,19-11-2021,258.0,Metric Tonnes,2652.13,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,20-11-2021,184.0,Metric Tonnes,1900.54,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,20-11-2021,88.0,Metric Tonnes,3553.69,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,21-11-2021,3583.0,Metric Tonnes,1851.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,21-11-2021,301.0,Metric Tonnes,2817.44,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,22-11-2021,1059.0,Metric Tonnes,1791.97,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,22-11-2021,131.0,Metric Tonnes,2884.73,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,23-11-2021,2491.0,Metric Tonnes,1798.23,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,23-11-2021,203.0,Metric Tonnes,3435.22,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,24-11-2021,1725.0,Metric Tonnes,1714.46,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,24-11-2021,165.0,Metric Tonnes,3392.73,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,25-11-2021,2875.0,Metric Tonnes,1738.61,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,25-11-2021,283.0,Metric Tonnes,3042.23,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,26-11-2021,2047.0,Metric Tonnes,1440.74,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,26-11-2021,258.0,Metric Tonnes,2663.95,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,27-11-2021,234.0,Metric Tonnes,1865.38,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,27-11-2021,79.0,Metric Tonnes,2851.9,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,28-11-2021,3659.0,Metric Tonnes,1537.93,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,28-11-2021,235.0,Metric Tonnes,2786.81,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,29-11-2021,1091.0,Metric Tonnes,1296.52,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,29-11-2021,191.0,Metric Tonnes,2486.13,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,30-11-2021,1923.0,Metric Tonnes,1304.21,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,30-11-2021,176.0,Metric Tonnes,2576.7,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,01-12-2021,1437.0,Metric Tonnes,1287.02,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,01-12-2021,154.0,Metric Tonnes,2471.1,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,02-12-2021,1242.0,Metric Tonnes,1983.37,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,02-12-2021,150.0,Metric Tonnes,2702.5,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,03-12-2021,1163.0,Metric Tonnes,1848.02,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,03-12-2021,124.0,Metric Tonnes,3106.85,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,04-12-2021,90.0,Metric Tonnes,1851.67,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,04-12-2021,91.0,Metric Tonnes,3170.33,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,05-12-2021,3068.0,Metric Tonnes,1811.48,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,05-12-2021,292.0,Metric Tonnes,3299.83,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,06-12-2021,1172.0,Metric Tonnes,1503.95,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,06-12-2021,187.0,Metric Tonnes,3100.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,07-12-2021,2083.0,Metric Tonnes,1592.64,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,07-12-2021,235.0,Metric Tonnes,3380.21,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,08-12-2021,1305.0,Metric Tonnes,1447.3,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,08-12-2021,166.0,Metric Tonnes,3536.75,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,09-12-2021,1520.0,Metric Tonnes,1754.58,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,09-12-2021,296.0,Metric Tonnes,3181.93,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,10-12-2021,1992.0,Metric Tonnes,1995.41,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,10-12-2021,302.0,Metric Tonnes,2705.79,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,11-12-2021,32.0,Metric Tonnes,1196.88,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,11-12-2021,89.0,Metric Tonnes,2573.03,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,12-12-2021,3324.0,Metric Tonnes,2107.49,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,12-12-2021,333.0,Metric Tonnes,2429.43,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,13-12-2021,1281.0,Metric Tonnes,1838.42,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,13-12-2021,226.0,Metric Tonnes,2528.32,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,14-12-2021,1913.0,Metric Tonnes,2018.13,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,14-12-2021,340.0,Metric Tonnes,2391.91,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,15-12-2021,1625.0,Metric Tonnes,1999.63,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,15-12-2021,201.0,Metric Tonnes,2018.66,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,16-12-2021,2392.0,Metric Tonnes,2281.51,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,16-12-2021,304.0,Metric Tonnes,2059.87,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,17-12-2021,2330.0,Metric Tonnes,1818.79,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,17-12-2021,264.0,Metric Tonnes,2012.69,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,18-12-2021,649.0,Metric Tonnes,1479.82,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,18-12-2021,99.0,Metric Tonnes,1715.66,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,19-12-2021,2248.0,Metric Tonnes,1952.76,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,19-12-2021,339.0,Metric Tonnes,2220.5,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,20-12-2021,1095.0,Metric Tonnes,1982.83,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,20-12-2021,208.0,Metric Tonnes,2016.11,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,21-12-2021,2506.0,Metric Tonnes,2012.49,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,21-12-2021,276.0,Metric Tonnes,1830.8,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,22-12-2021,1680.0,Metric Tonnes,1776.1,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,22-12-2021,174.0,Metric Tonnes,1932.18,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,23-12-2021,2086.0,Metric Tonnes,2178.4,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,23-12-2021,234.0,Metric Tonnes,2077.35,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,24-12-2021,2641.0,Metric Tonnes,1982.87,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,24-12-2021,234.0,Metric Tonnes,2388.68,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,25-12-2021,442.0,Metric Tonnes,1754.64,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,25-12-2021,78.0,Metric Tonnes,2689.74,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,26-12-2021,3367.0,Metric Tonnes,2199.7,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,26-12-2021,272.0,Metric Tonnes,2277.76,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,27-12-2021,1220.0,Metric Tonnes,2258.48,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,27-12-2021,203.0,Metric Tonnes,2127.09,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,28-12-2021,2607.0,Metric Tonnes,2066.42,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,28-12-2021,228.0,Metric Tonnes,2389.04,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,29-12-2021,2116.0,Metric Tonnes,1951.51,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,29-12-2021,202.0,Metric Tonnes,2227.48,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,30-12-2021,1634.0,Metric Tonnes,1972.28,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,30-12-2021,338.0,Metric Tonnes,2057.84,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,31-12-2021,3023.0,Metric Tonnes,2014.4,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,31-12-2021,336.0,Metric Tonnes,2042.26,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,01-01-2022,587.0,Metric Tonnes,1937.56,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,01-01-2022,90.0,Metric Tonnes,1687.78,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,02-01-2022,1440.0,Metric Tonnes,2030.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,02-01-2022,349.0,Metric Tonnes,2038.68,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,03-01-2022,1629.0,Metric Tonnes,1962.83,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,03-01-2022,263.0,Metric Tonnes,1938.02,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,04-01-2022,3034.0,Metric Tonnes,2008.34,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,04-01-2022,277.0,Metric Tonnes,1816.61,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,05-01-2022,1897.0,Metric Tonnes,1869.61,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,05-01-2022,203.0,Metric Tonnes,1802.46,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,06-01-2022,475.0,Metric Tonnes,2490.53,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,06-01-2022,61.0,Metric Tonnes,2118.03,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,07-01-2022,1730.0,Metric Tonnes,1932.76,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,07-01-2022,333.0,Metric Tonnes,1386.34,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,08-01-2022,806.0,Metric Tonnes,2139.08,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,08-01-2022,134.0,Metric Tonnes,1383.96,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,09-01-2022,2234.0,Metric Tonnes,1945.59,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,09-01-2022,334.0,Metric Tonnes,1604.79,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,10-01-2022,1656.0,Metric Tonnes,1929.17,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,10-01-2022,268.0,Metric Tonnes,1435.63,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,11-01-2022,3337.0,Metric Tonnes,1884.1,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,11-01-2022,268.0,Metric Tonnes,1430.22,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,12-01-2022,1959.0,Metric Tonnes,1832.95,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,12-01-2022,248.0,Metric Tonnes,1399.19,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,13-01-2022,343.0,Metric Tonnes,1778.13,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,13-01-2022,58.0,Metric Tonnes,1151.72,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,14-01-2022,2814.0,Metric Tonnes,1799.53,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,14-01-2022,197.0,Metric Tonnes,1526.65,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,15-01-2022,919.0,Metric Tonnes,1753.3,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,15-01-2022,99.0,Metric Tonnes,1457.58,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,16-01-2022,3148.0,Metric Tonnes,1770.74,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,16-01-2022,449.0,Metric Tonnes,1400.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,17-01-2022,1413.0,Metric Tonnes,1548.12,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,17-01-2022,324.0,Metric Tonnes,1201.7,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,18-01-2022,3280.0,Metric Tonnes,1920.46,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,18-01-2022,247.0,Metric Tonnes,1254.86,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,19-01-2022,2093.0,Metric Tonnes,1799.58,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,19-01-2022,223.0,Metric Tonnes,1044.62,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,20-01-2022,2423.0,Metric Tonnes,1987.1,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,20-01-2022,274.0,Metric Tonnes,1141.24,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,21-01-2022,3653.0,Metric Tonnes,1903.94,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,21-01-2022,220.0,Metric Tonnes,1332.27,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,22-01-2022,543.0,Metric Tonnes,1761.6,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,22-01-2022,93.0,Metric Tonnes,1681.18,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,23-01-2022,4491.0,Metric Tonnes,1819.84,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,23-01-2022,363.0,Metric Tonnes,1523.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,24-01-2022,1406.0,Metric Tonnes,1687.48,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,24-01-2022,282.0,Metric Tonnes,1465.96,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,25-01-2022,4112.0,Metric Tonnes,1878.07,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,25-01-2022,335.0,Metric Tonnes,1566.57,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,26-01-2022,26.0,Metric Tonnes,1500.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,27-01-2022,1950.0,Metric Tonnes,1858.69,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,27-01-2022,447.0,Metric Tonnes,1248.21,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,28-01-2022,3114.0,Metric Tonnes,1881.35,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,28-01-2022,334.0,Metric Tonnes,1377.69,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,29-01-2022,443.0,Metric Tonnes,1744.47,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,29-01-2022,100.0,Metric Tonnes,1252.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,30-01-2022,3219.0,Metric Tonnes,1943.28,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,30-01-2022,409.0,Metric Tonnes,1420.54,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,31-01-2022,1519.0,Metric Tonnes,1589.66,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,31-01-2022,31.0,Metric Tonnes,958.06,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,01-02-2022,3188.0,Metric Tonnes,1706.02,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,01-02-2022,138.0,Metric Tonnes,1203.99,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,02-02-2022,1477.0,Metric Tonnes,1560.07,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,02-02-2022,85.0,Metric Tonnes,1522.35,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,03-02-2022,2101.0,Metric Tonnes,1721.72,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,03-02-2022,269.0,Metric Tonnes,1485.32,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,04-02-2022,3120.0,Metric Tonnes,1846.29,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,04-02-2022,275.0,Metric Tonnes,1742.55,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,05-02-2022,442.0,Metric Tonnes,1750.45,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,05-02-2022,123.0,Metric Tonnes,1510.57,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,06-02-2022,3521.0,Metric Tonnes,1841.37,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,06-02-2022,336.0,Metric Tonnes,1677.08,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,07-02-2022,1287.0,Metric Tonnes,1688.77,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,07-02-2022,286.0,Metric Tonnes,2080.59,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,08-02-2022,2809.0,Metric Tonnes,2029.58,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,08-02-2022,359.0,Metric Tonnes,1584.12,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,09-02-2022,1524.0,Metric Tonnes,1851.87,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,09-02-2022,283.0,Metric Tonnes,1709.54,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,10-02-2022,2341.0,Metric Tonnes,1860.98,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,10-02-2022,345.0,Metric Tonnes,1440.87,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,11-02-2022,2458.0,Metric Tonnes,2305.78,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,11-02-2022,416.0,Metric Tonnes,1321.03,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,12-02-2022,480.0,Metric Tonnes,2191.46,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,12-02-2022,117.0,Metric Tonnes,1333.76,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,13-02-2022,3364.0,Metric Tonnes,2031.89,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,13-02-2022,568.0,Metric Tonnes,1131.78,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,14-02-2022,1176.0,Metric Tonnes,1933.89,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,14-02-2022,238.0,Metric Tonnes,1156.93,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,15-02-2022,2609.0,Metric Tonnes,1733.5,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,15-02-2022,327.0,Metric Tonnes,1067.43,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,16-02-2022,1862.0,Metric Tonnes,1660.12,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,16-02-2022,247.0,Metric Tonnes,1101.01,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,17-02-2022,2576.0,Metric Tonnes,2001.35,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,17-02-2022,329.0,Metric Tonnes,1061.25,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,18-02-2022,2725.0,Metric Tonnes,1938.88,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,18-02-2022,281.0,Metric Tonnes,953.2,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,19-02-2022,645.0,Metric Tonnes,2141.01,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,19-02-2022,115.0,Metric Tonnes,1134.78,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,20-02-2022,3657.0,Metric Tonnes,1897.87,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,20-02-2022,438.0,Metric Tonnes,1023.29,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,21-02-2022,1424.0,Metric Tonnes,1749.02,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,21-02-2022,316.0,Metric Tonnes,1061.71,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,22-02-2022,3275.0,Metric Tonnes,1916.66,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,22-02-2022,317.0,Metric Tonnes,1047.79,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,23-02-2022,2285.0,Metric Tonnes,1896.29,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,23-02-2022,283.0,Metric Tonnes,975.97,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,24-02-2022,3609.0,Metric Tonnes,1845.1,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,24-02-2022,320.0,Metric Tonnes,1030.0,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,25-02-2022,2294.0,Metric Tonnes,1600.76,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,25-02-2022,350.0,Metric Tonnes,1037.57,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,26-02-2022,1301.0,Metric Tonnes,1977.86,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,26-02-2022,149.0,Metric Tonnes,1197.65,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,27-02-2022,4590.0,Metric Tonnes,1523.78,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,27-02-2022,340.0,Metric Tonnes,1100.29,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,28-02-2022,1929.0,Metric Tonnes,1402.13,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,28-02-2022,279.0,Metric Tonnes,1061.65,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,01-03-2022,3550.0,Metric Tonnes,1617.93,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,01-03-2022,253.0,Metric Tonnes,1010.08,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,02-03-2022,2999.0,Metric Tonnes,1550.55,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,02-03-2022,369.0,Metric Tonnes,1062.2,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,03-03-2022,3695.0,Metric Tonnes,1545.28,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,03-03-2022,313.0,Metric Tonnes,1059.74,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,04-03-2022,3346.0,Metric Tonnes,1167.41,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,04-03-2022,385.0,Metric Tonnes,948.44,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,05-03-2022,2044.0,Metric Tonnes,1495.99,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,05-03-2022,151.0,Metric Tonnes,957.62,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,06-03-2022,4338.0,Metric Tonnes,1320.38,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,06-03-2022,449.0,Metric Tonnes,1028.95,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,07-03-2022,1904.0,Metric Tonnes,1150.34,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,07-03-2022,307.0,Metric Tonnes,1008.31,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,08-03-2022,3833.0,Metric Tonnes,1289.87,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,08-03-2022,358.0,Metric Tonnes,1035.06,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,09-03-2022,2631.0,Metric Tonnes,1253.79,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,09-03-2022,268.0,Metric Tonnes,991.04,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,10-03-2022,2945.0,Metric Tonnes,1281.51,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,10-03-2022,379.0,Metric Tonnes,964.64,Rs./Quintal
Maharashtra,Pune,Vegetables,Onion,11-03-2022,3013.0,Metric Tonnes,982.53,Rs./Quintal
Maharashtra,Pune,Vegetables,Tomato,11-03-2022,326.0,Metric Tonnes,969.79,Rs./Quintal
